ECS ID,OEIS ID,Description,Terms
422,A004253,FAIL,"1, 1, 4, 19, 91, 436, 2089, 10009, 47956, 229771, 1100899, 5274724, 25272721, 121088881, 580171684, 2779769539, 13318676011, 63813610516, 305749376569, 1464933272329, 7018916985076"
423,A005043,FAIL,"0, 1, 0, 1, 1, 3, 6, 15, 36, 91, 232, 603, 1585, 4213, 11298, 30537, 83097, 227475, 625992, 1730787, 4805595"
424,A005252,FAIL,"1, 1, 1, 1, 2, 4, 7, 11, 17, 27, 44, 72, 117, 189, 305, 493, 798, 1292, 2091, 3383, 5473"
425,A005253,FAIL,"1, 1, 1, 1, 1, 2, 4, 7, 11, 16, 23, 34, 52, 81, 126, 194, 296, 450, 685, 1046, 1601"
426,A005314,FAIL,"1, 0, 0, 1, 2, 3, 5, 9, 16, 28, 49, 86, 151, 265, 465, 816, 1432, 2513, 4410, 7739, 13581"
427,A005668,FAIL,"1, 6, 37, 228, 1405, 8658, 53353, 328776, 2026009, 12484830, 76934989, 474094764, 2921503573, 18003116202, 110940200785, 683644320912, 4212806126257, 25960481078454, 159975692596981, 985814636660340, 6074863512559021"
428,A005750,FAIL,"1, 1, 3, 10, 39, 160, 702, 3177, 14830, 70678, 342860, 1686486, 8393681, 42187148, 213828802, 1091711076, 5609297942, 28982708389, 150496728594, 784952565145, 4110491658233"
429,A005753,FAIL,"0, 1, 2, 5, 18, 66, 266, 1111, 4792, 21124, 94888, 432415, 1994828, 9296712, 43706722, 207030398, 987130456, 4733961435, 22819241034, 110500644857, 537295738556"
430,A005754,FAIL,"0, 1, 1, 2, 7, 24, 95, 388, 1650, 7183, 31965, 144502, 662241, 3068942, 14358678, 67729973, 321759461, 1538076291, 7392775328, 35707198905, 173221206284"
431,A005807,FAIL,"1, 2, 3, 7, 19, 56, 174, 561, 1859, 6292, 21658, 75582, 266798, 950912, 3417340, 12369285, 45052515, 165002460, 607283490, 2244901890, 8331383610"
432,A006013,FAIL,"0, 1, 2, 7, 30, 143, 728, 3876, 21318, 120175, 690690, 4032015, 23841480, 142498692, 859515920, 5225264024, 31983672534, 196947587823, 1219199353190, 7583142491925, 47365474641870"
433,A006053,FAIL,"1, 0, 1, 1, 3, 4, 9, 14, 28, 47, 89, 155, 286, 507, 924, 1652, 2993, 5373, 9707, 17460, 31501"
434,A006054,FAIL,"1, 1, 2, 5, 11, 25, 56, 126, 283, 636, 1429, 3211, 7215, 16212, 36428, 81853, 183922, 413269, 928607, 2086561, 4688460"
435,A006127,FAIL,"1, 3, 6, 11, 20, 37, 70, 135, 264, 521, 1034, 2059, 4108, 8205, 16398, 32783, 65552, 131089, 262162, 524307, 1048596"
436,A006130,FAIL,"1, 1, 4, 7, 19, 40, 97, 217, 508, 1159, 2683, 6160, 14209, 32689, 75316, 173383, 399331, 919480, 2117473, 4875913, 11228332"
437,A006131,FAIL,"1, 1, 5, 9, 29, 65, 181, 441, 1165, 2929, 7589, 19305, 49661, 126881, 325525, 833049, 2135149, 5467345, 14007941, 35877321, 91909085"
438,A006632,FAIL,"0, 1, 3, 15, 91, 612, 4389, 32890, 254475, 2017356, 16301164, 133767543, 1111731933, 9338434700, 79155435870, 676196049060, 5815796869995, 50318860986108, 437662920058980, 3824609516638444, 33563127932394060"
439,A006964,FAIL,"0, 1, 3, 15, 82, 495, 3144, 20875, 142773, 1000131, 7136812, 51702231, 379234623, 2810874950, 21020047557, 158398829121, 1201617201230, 9169060501023, 70329406653879, 541949364313821, 4193569906262874"
440,A007070,FAIL,"1, 1, 4, 14, 48, 164, 560, 1912, 6528, 22288, 76096, 259808, 887040, 3028544, 10340096, 35303296, 120532992, 411525376, 1405035520, 4797091328, 16378294272"
441,A007477,FAIL,"0, 1, 1, 1, 2, 3, 6, 11, 22, 44, 90, 187, 392, 832, 1778, 3831, 8304, 18104, 39666, 87296, 192896"
442,A007482,FAIL,"1, 3, 11, 39, 139, 495, 1763, 6279, 22363, 79647, 283667, 1010295, 3598219, 12815247, 45642179, 162557031, 578955451, 2061980415, 7343852147, 26155517271, 93154256107"
443,A007564,FAIL,"0, 1, 1, 4, 19, 100, 562, 3304, 20071, 124996, 793774, 5120632, 33463102, 221060008, 1473830308, 9904186192, 67015401391, 456192667396, 3122028222934, 21467769499864, 148246598341018"
444,A007909,FAIL,"1, 1, 1, 3, 7, 13, 25, 51, 103, 205, 409, 819, 1639, 3277, 6553, 13107, 26215, 52429, 104857, 209715, 419431"
445,A008346,FAIL,"1, 0, 2, 1, 4, 4, 9, 12, 22, 33, 56, 88, 145, 232, 378, 609, 988, 1596, 2585, 4180, 6766"
446,A008483,FAIL,"1, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 6, 9, 10, 13, 17, 21, 25, 33, 39, 49"
447,A008611,FAIL,"1, 2, 1, 2, 3, 2, 3, 4, 3, 4, 5, 4, 5, 6, 5, 6, 7, 6, 7, 8, 7"
448,A008615,FAIL,"1, 0, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 4, 3, 4"
449,A008620,FAIL,"0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 7, 7"
450,A008763,FAIL,"1, 1, 3, 4, 7, 9, 14, 17, 24, 29, 38, 45, 57, 66, 81, 93, 111, 126, 148, 166, 192"
451,A006356,FAIL,"1, 1, 3, 6, 14, 31, 70, 157, 353, 793, 1782, 4004, 8997, 20216, 45425, 102069, 229347, 515338, 1157954, 2601899, 5846414"
452,A008998,FAIL,"1, 2, 4, 9, 20, 44, 97, 214, 472, 1041, 2296, 5064, 11169, 24634, 54332, 119833, 264300, 582932, 1285697, 2835694, 6254320"
453,A052527,FAIL,"1, 0, 1, 2, 2, 5, 8, 13, 24, 40, 69, 120, 205, 354, 610, 1049, 1808, 3113, 5360, 9232, 15897"
454,A034472,FAIL,"2, 4, 10, 28, 82, 244, 730, 2188, 6562, 19684, 59050, 177148, 531442, 1594324, 4782970, 14348908, 43046722, 129140164, 387420490, 1162261468, 3486784402"
455,A052528,FAIL,"1, 1, 4, 8, 22, 52, 132, 324, 808, 2000, 4968, 12320, 30576, 75856, 188224, 467008, 1158752, 2875072, 7133632, 17699904, 43916928"
456,A002001,FAIL,"1, 3, 12, 48, 192, 768, 3072, 12288, 49152, 196608, 786432, 3145728, 12582912, 50331648, 201326592, 805306368, 3221225472, 12884901888, 51539607552, 206158430208, 824633720832"
457,A014113,FAIL,"1, 0, 2, 2, 6, 10, 22, 42, 86, 170, 342, 682, 1366, 2730, 5462, 10922, 21846, 43690, 87382, 174762, 349526"
458,A005054,FAIL,"1, 4, 20, 100, 500, 2500, 12500, 62500, 312500, 1562500, 7812500, 39062500, 195312500, 976562500, 4882812500, 24414062500, 122070312500, 610351562500, 3051757812500, 15258789062500, 76293945312500"
459,A052529,FAIL,"1, 1, 4, 13, 41, 129, 406, 1278, 4023, 12664, 39865, 125491, 395033, 1243524, 3914488, 12322413, 38789712, 122106097, 384377665, 1209982081, 3808901426"
460,A052530,FAIL,"1, 2, 8, 30, 112, 418, 1560, 5822, 21728, 81090, 302632, 1129438, 4215120, 15731042, 58709048, 219105150, 817711552, 3051741058, 11389252680, 42505269662, 158631825968"
461,A052531,FAIL,"2, 2, 5, 8, 17, 32, 65, 128, 257, 512, 1025, 2048, 4097, 8192, 16385, 32768, 65537, 131072, 262145, 524288, 1048577"
462,A052532,FAIL,"1, 0, 0, 1, 2, 1, 2, 5, 7, 8, 14, 24, 34, 49, 79, 123, 182, 276, 429, 655, 990"
463,A052533,FAIL,"1, 0, 3, 3, 12, 21, 57, 120, 291, 651, 1524, 3477, 8049, 18480, 42627, 98067, 225948, 520149, 1197993, 2758440, 6352419"
464,A052534,FAIL,"1, 2, 4, 9, 20, 45, 101, 227, 510, 1146, 2575, 5786, 13001, 29213, 65641, 147494, 331416, 744685, 1673292, 3759853, 8448313"
465,A052535,FAIL,"1, 1, 2, 4, 7, 14, 26, 50, 95, 181, 345, 657, 1252, 2385, 4544, 8657, 16493, 31422, 59864, 114051, 217286"
466,A010693,FAIL,"3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3"
467,A052536,FAIL,"1, 2, 6, 17, 49, 141, 406, 1169, 3366, 9692, 27907, 80355, 231373, 666212, 1918281, 5523470, 15904198, 45794313, 131859469, 379674209, 1093228314"
468,A052537,FAIL,"1, 0, 0, 2, 2, 2, 6, 10, 14, 26, 46, 74, 126, 218, 366, 618, 1054, 1786, 3022, 5130, 8702"
469,A052538,FAIL,"1, 1, 5, 10, 32, 79, 224, 589, 1613, 4321, 11714, 31552, 85283, 230080, 621353, 1677097, 4528013, 12223258, 32999264, 89084263, 240496544"
470,A052539,FAIL,"2, 5, 17, 65, 257, 1025, 4097, 16385, 65537, 262145, 1048577, 4194305, 16777217, 67108865, 268435457, 1073741825, 4294967297, 17179869185, 68719476737, 274877906945, 1099511627777"
471,A046231,FAIL,"1, 4, 8, 13, 19, 26, 34, 43, 53, 64, 76, 89, 103, 118, 134, 151, 169, 188, 208, 229, 251"
472,A052540,FAIL,"1, 1, 2, 5, 10, 21, 45, 95, 201, 426, 902, 1910, 4045, 8566, 18140, 38415, 81351, 172276, 364827, 772590, 1636105"
473,A030186,FAIL,"1, 2, 7, 22, 71, 228, 733, 2356, 7573, 24342, 78243, 251498, 808395, 2598440, 8352217, 26846696, 86293865, 277376074, 891575391, 2865808382, 9211624463"
474,A018902,FAIL,"1, 4, 17, 73, 314, 1351, 5813, 25012, 107621, 463069, 1992482, 8573203, 36888569, 158723236, 682950473, 2938582657, 12644061866, 54404561359, 234090621197, 1007239421908, 4333925245949"
475,A052541,FAIL,"1, 3, 9, 28, 87, 270, 838, 2601, 8073, 25057, 77772, 241389, 749224, 2325444, 7217721, 22402387, 69532605, 215815536, 669848995, 2079079590, 6453054306"
476,A002605,FAIL,"1, 2, 6, 16, 44, 120, 328, 896, 2448, 6688, 18272, 49920, 136384, 372608, 1017984, 2781184, 7598336, 20759040, 56714752, 154947584, 423324672"
477,A052542,FAIL,"1, 2, 4, 10, 24, 58, 140, 338, 816, 1970, 4756, 11482, 27720, 66922, 161564, 390050, 941664, 2273378, 5488420, 13250218, 31988856"
478,A052543,FAIL,"1, 2, 8, 26, 90, 306, 1046, 3570, 12190, 41618, 142094, 485138, 1656366, 5655186, 19308014, 65921682, 225070702, 768439442, 2623616366, 8957586578, 30583113582"
479,A008999,FAIL,"1, 2, 4, 8, 17, 36, 76, 160, 337, 710, 1496, 3152, 6641, 13992, 29480, 62112, 130865, 275722, 580924, 1223960, 2578785"
480,A052544,FAIL,"1, 2, 6, 19, 60, 189, 595, 1873, 5896, 18560, 58425, 183916, 578949, 1822473, 5736961, 18059374, 56849086, 178955183, 563332848, 1773314929, 5582216355"
481,A052545,FAIL,"1, 1, 4, 11, 32, 92, 265, 763, 2197, 6326, 18215, 52448, 151018, 434839, 1252069, 3605189, 10380728, 29890115, 86065156, 247814740, 713554105"
482,A052546,FAIL,"1, 0, 1, 3, 2, 7, 13, 18, 41, 71, 122, 239, 421, 762, 1417, 2543, 4642, 8495, 15389, 28082, 51177"
483,A052547,FAIL,"1, 0, 2, 1, 5, 5, 14, 19, 42, 66, 131, 221, 417, 728, 1341, 2380, 4334, 7753, 14041, 25213, 45542"
484,A017817,FAIL,"1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 3, 3, 2, 4, 6, 5, 6, 10, 11, 11, 16"
485,A052548,FAIL,"3, 4, 6, 10, 18, 34, 66, 130, 258, 514, 1026, 2050, 4098, 8194, 16386, 32770, 65538, 131074, 262146, 524290, 1048578"
486,A052549,FAIL,"1, 4, 9, 19, 39, 79, 159, 319, 639, 1279, 2559, 5119, 10239, 20479, 40959, 81919, 163839, 327679, 655359, 1310719, 2621439"
487,A052550,FAIL,"1, 1, 4, 11, 35, 108, 337, 1049, 3268, 10179, 31707, 98764, 307641, 958273, 2984932, 9297787, 28961747, 90213164, 281005665, 875306665, 2726499332"
488,A052551,FAIL,"1, 1, 3, 3, 7, 7, 15, 15, 31, 31, 63, 63, 127, 127, 255, 255, 511, 511, 1023, 1023, 2047"
489,A052552,FAIL,"2, 1, 3, 1, 5, 1, 9, 1, 17, 1, 33, 1, 65, 1, 129, 1, 257, 1, 513, 1, 1025"
490,A052553,FAIL,"2, 2, 4, 12, 48, 240, 1440, 10080, 80640, 725760, 7257600, 79833600, 958003200, 12454041600, 174356582400, 2615348736000, 41845579776000, 711374856192000, 12804747411456000, 243290200817664000, 4865804016353280000"
491,A032031,FAIL,"1, 3, 18, 162, 1944, 29160, 524880, 11022480, 264539520, 7142567040, 214277011200, 7071141369600, 254561089305600, 9927882482918400, 416971064282572800, 18763697892715776000, 900657498850357248000, 45933532441368219648000, 2480410751833883860992000, 141383412854531380076544000, 8483004771271882804592640000"
492,A047053,FAIL,"1, 4, 32, 384, 6144, 122880, 2949120, 82575360, 2642411520, 95126814720, 3805072588800, 167423193907200, 8036313307545600, 417888291992371200, 23401744351572787200, 1404104661094367232000, 89862698310039502848000, 6110663485082686193664000, 439967770925953405943808000, 33437550590372458851729408000, 2675004047229796708138352640000"
493,A052554,FAIL,"1, 0, 2, 6, 48, 360, 3600, 40320, 524160, 7620480, 123379200, 2195424000, 42631142400, 896690995200, 20312541849600, 492993236736000, 12762901831680000, 351063491530752000, 10224590808047616000, 314330939456421888000, 10171963296186531840000"
494,A005442,FAIL,"1, 1, 4, 18, 120, 960, 9360, 105840, 1370880, 19958400, 322963200, 5748019200, 111607372800, 2347586841600, 53178757632000, 1290674601216000, 33413695451136000, 919096314200064000, 26768324463648768000, 822929104265748480000, 26630545381501501440000"
495,A034001,FAIL,"1, 1, 6, 54, 648, 9720, 174960, 3674160, 88179840, 2380855680, 71425670400, 2357047123200, 84853696435200, 3309294160972800, 138990354760857600, 6254565964238592000, 300219166283452416000, 15311177480456073216000, 826803583944627953664000, 47127804284843793358848000, 2827668257090627601530880000"
496,A052555,FAIL,"1, 2, 10, 72, 696, 8400, 121680, 2056320, 39715200, 862928640, 20832940800, 553246848000, 16027872537600, 503031194265600, 17001946241280000, 615694938034176000, 23782705115000832000, 976080997055324160000, 42416423659181924352000, 1945643800041833988096000, 93943992992162490777600000"
497,A052556,FAIL,"1, 1, 2, 12, 72, 480, 4320, 45360, 524160, 6894720, 101606400, 1636588800, 28740096000, 547977830400, 11245999564800, 247150455552000, 5795612798976000, 144409095806976000, 3809412354908160000, 106074527556501504000, 3109248766449745920000"
498,A029767,FAIL,"1, 3, 14, 90, 744, 7560, 91440, 1285200, 20603520, 371226240, 7428153600, 163459296000, 3923502105600, 102017281766400, 2856571067750400, 85698439706880000, 2742370993410048000, 93240969463369728000, 3356681303055015936000, 127554011161191014400000, 5102162879349648752640000"
499,A052557,FAIL,"1, 0, 0, 6, 24, 120, 1440, 15120, 161280, 2177280, 32659200, 518918400, 9101030400, 174356582400, 3574309939200, 78460462080000, 1841205510144000, 45883678224384000, 1210048630382592000, 33695692813246464000, 987758215319715840000"
500,A052558,FAIL,"1, 1, 4, 12, 72, 360, 2880, 20160, 201600, 1814400, 21772800, 239500800, 3353011200, 43589145600, 697426329600, 10461394944000, 188305108992000, 3201186852864000, 64023737057280000, 1216451004088320000, 26761922089943040000"
501,A052559,FAIL,"1, 1, 6, 36, 336, 3720, 50400, 791280, 14232960, 287763840, 6466521600, 159826867200, 4309577395200, 125885452492800, 3960073877760000, 133473015067392000, 4798579092443136000, 183299247820136448000, 7413654242042560512000, 316508265108639571968000, 14223752361232022568960000"
502,A052560,FAIL,"3, 3, 6, 18, 72, 360, 2160, 15120, 120960, 1088640, 10886400, 119750400, 1437004800, 18681062400, 261534873600, 3923023104000, 62768369664000, 1067062284288000, 19207121117184000, 364935301226496000, 7298706024529920000"
503,A052561,FAIL,"2, 3, 10, 54, 408, 3960, 46800, 650160, 10362240, 186157440, 3719520000, 81789523200, 1962469555200, 51017981414400, 1428416301312000, 42851181364992000, 1371216880889856000, 46621018262827008000, 1678350255088066560000, 63777188048246120448000, 2551085089027836641280000"
504,A047054,FAIL,"1, 5, 50, 750, 15000, 375000, 11250000, 393750000, 15750000000, 708750000000, 35437500000000, 1949062500000000, 116943750000000000, 7601343750000000000, 532094062500000000000, 39907054687500000000000, 3192564375000000000000000, 271367971875000000000000000, 24423117468750000000000000000, 2320196159531250000000000000000, 232019615953125000000000000000000"
505,A052563,FAIL,"1, 2, 12, 108, 1296, 19440, 349920, 7348320, 176359680, 4761711360, 142851340800, 4714094246400, 169707392870400, 6618588321945600, 277980709521715200, 12509131928477184000, 600438332566904832000, 30622354960912146432000, 1653607167889255907328000, 94255608569687586717696000, 5655336514181255203061760000"
506,A014297,FAIL,"0, 1, 2, 12, 96, 960, 11520, 161280, 2580480, 46448640, 928972800, 20437401600, 490497638400, 12752938598400, 357082280755200, 10712468422656000, 342798989524992000, 11655165643849728000, 419585963178590208000, 15944266600786427904000, 637770664031457116160000"
507,A052565,FAIL,"1, 1, 2, 12, 24, 120, 720, 5040, 40320, 362880, 3628800, 39916800, 479001600, 6227020800, 87178291200, 1307674368000, 20922789888000, 355687428096000, 6402373705728000, 121645100408832000, 2432902008176640000"
508,A052566,FAIL,"2, 1, 4, 6, 48, 120, 1440, 5040, 80640, 362880, 7257600, 39916800, 958003200, 6227020800, 174356582400, 1307674368000, 41845579776000, 355687428096000, 12804747411456000, 121645100408832000, 4865804016353280000"
509,A052567,FAIL,"1, 1, 6, 48, 504, 6600, 103680, 1900080, 39795840, 937681920, 24548832000, 706966444800, 22210346188800, 755916735974400, 27706219904563200, 1088037381150720000, 45576301518139392000, 2028445209752113152000, 95589693062063456256000, 4754884242802394308608000, 248968971204559545139200000"
510,A052568,FAIL,"1, 2, 10, 78, 816, 10680, 167760, 3074400, 64391040, 1517201280, 39720844800, 1143895737600, 35937095040000, 1223098971494400, 44829605505484800, 1760481463732992000, 73744004937867264000, 3282093293695856640000, 154667372348588875776000, 7693564317425582948352000, 402840257553071204106240000"
511,A005443,FAIL,"1, 1, 2, 12, 72, 600, 5760, 65520, 846720, 12337920, 199584000, 3552595200, 68976230400, 1450895846400, 32866215782400, 797681364480000, 20650793619456000, 568032822669312000, 16543733655601152000, 508598164809326592000, 16458582085314969600000"
512,A052569,FAIL,"1, 1, 2, 12, 48, 240, 2160, 15120, 120960, 1451520, 14515200, 159667200, 2395008000, 31135104000, 435891456000, 7846046208000, 125536739328000, 2134124568576000, 44816615940096000, 851515702861824000, 17030314057236480000"
513,A034177,FAIL,"0, 1, 8, 96, 1536, 30720, 737280, 20643840, 660602880, 23781703680, 951268147200, 41855798476800, 2009078326886400, 104472072998092800, 5850436087893196800, 351026165273591808000, 22465674577509875712000, 1527665871270671548416000, 109991942731488351485952000, 8359387647593114712932352000, 668751011807449177034588160000"
514,A052571,FAIL,"0, 0, 0, 6, 48, 360, 2880, 25200, 241920, 2540160, 29030400, 359251200, 4790016000, 68497228800, 1046139494400, 16999766784000, 292919058432000, 5335311421440000, 102437979291648000, 2067966706950144000, 43792236147179520000"
515,A052572,FAIL,"1, 4, 10, 36, 168, 960, 6480, 50400, 443520, 4354560, 47174400, 558835200, 7185024000, 99632332800, 1482030950400, 23538138624000, 397533007872000, 7113748561920000, 134449847820288000, 2676192208994304000, 55956746188062720000"
516,A052573,FAIL,"2, 4, 20, 168, 1968, 29280, 525600, 11027520, 264579840, 7142929920, 214280640000, 7071181286400, 254561568307200, 9927888709939200, 416971151460864000, 18763699200390144000, 900657519773147136000, 45933532797055647744000, 2480410758236257566720000, 141383412976176480485376000, 8483004773704784812769280000"
517,A052574,FAIL,"1, 1, 4, 30, 312, 4080, 64080, 1174320, 24595200, 579519360, 15172012800, 436929292800, 13726748851200, 467182235520000, 17123385600921600, 672444082582272000, 28167703419727872000, 1253648083943743488000, 59077679286525419520000, 2938680074623188639744000, 153871286348511658967040000"
518,A052575,FAIL,"1, 1, 8, 48, 528, 6240, 95040, 1632960, 32578560, 725760000, 18027878400, 491774976000, 14645952921600, 472356889804800, 16409046682828800, 610694391250944000, 24244324628299776000, 1022626965270822912000, 45672177943139844096000, 2153106599306687152128000, 106845582324148910161920000"
519,A052576,FAIL,"1, 2, 10, 48, 384, 3840, 46080, 645120, 10321920, 185794560, 3715891200, 81749606400, 1961990553600, 51011754393600, 1428329123020800, 42849873690624000, 1371195958099968000, 46620662575398912000, 1678343852714360832000, 63777066403145711616000, 2551082656125828464640000"
520,A052577,FAIL,"1, 4, 26, 240, 2904, 43680, 786960, 16531200, 396789120, 10713669120, 321413702400, 10606692096000, 381841394457600, 14891820610867200, 625456552834713600, 28145546185236480000, 1350986237814140928000, 68900298484208615424000, 3720616124549638938624000, 212075119220974519910400000, 12724507155691373202800640000"
521,A051578,FAIL,"0, 0, 0, 6, 48, 480, 5760, 80640, 1290240, 23224320, 464486400, 10218700800, 245248819200, 6376469299200, 178541140377600, 5356234211328000, 171399494762496000, 5827582821924864000, 209792981589295104000, 7972133300393213952000, 318885332015728558080000"
522,A052578,FAIL,"0, 4, 8, 24, 96, 480, 2880, 20160, 161280, 1451520, 14515200, 159667200, 1916006400, 24908083200, 348713164800, 5230697472000, 83691159552000, 1422749712384000, 25609494822912000, 486580401635328000, 9731608032706560000"
523,A052579,FAIL,"2, 1, 2, 12, 24, 120, 1440, 5040, 40320, 725760, 3628800, 39916800, 958003200, 6227020800, 87178291200, 2615348736000, 20922789888000, 355687428096000, 12804747411456000, 121645100408832000, 2432902008176640000"
524,A052580,FAIL,"1, 0, 2, 12, 120, 1440, 20880, 352800, 6814080, 148055040, 3574368000, 94922150400, 2749948185600, 86306508288000, 2917072801843200, 105636550795776000, 4080467097907200000, 167469023145295872000, 7277507765190254592000, 333819700992920862720000, 16118240990489131253760000"
525,A052581,FAIL,"1, 0, 0, 0, 24, 120, 720, 5040, 80640, 1088640, 14515200, 199584000, 3353011200, 62270208000, 1220496076800, 24845812992000, 543992537088000, 12804747411456000, 320118685286400000, 8393511928209408000, 231125690776780800000"
526,A052582,FAIL,"0, 2, 8, 36, 192, 1200, 8640, 70560, 645120, 6531840, 72576000, 878169600, 11496038400, 161902540800, 2440992153600, 39230231040000, 669529276416000, 12093372555264000, 230485453406208000, 4622513815535616000, 97316080327065600000"
